"gene_symbol"	"organsystem"	"kegg_diseasename"
"SUN1"	"Cardiovascular diseases"	"Atrial fibrillation"
"SUOX"	"Congenital disorders of metabolism"	"Sulfite oxidase deficiency"
"SURF1"	"Cancers"	"Breast cancer"
"SURF1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"SURF1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"SURF4"	"Cancers"	"Prostate cancer"
"SUSD3"	"Cancers"	"Breast cancer"
"SUV39H2"	"Cancers"	"Breast cancer"
"SUZ12"	"Cancers"	"Endometrial cancer"
"SUZ12"	"Cancers"	"Glioma"
"SUZ12"	"Cancers"	"Melanoma"
"SUZ12"	"Cancers"	"Schwannoma"
"SUZ12"	"Congenital malformations"	"Weaver syndrome"
"SV2A"	"Mental and behavioural disorders"	"Schizophrenia"
"SYCP1"	"Cancers"	"Pancreatic cancer"
"SYCP3"	"Reproductive system diseases"	"Azoospermia"
"SYK"	"Cancers"	"Chronic lymphocytic leukemia"
"SYK"	"Cancers"	"Melanoma"
"SYMPK"	"Cancers"	"Gastric cancer"
"SYN1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYN2"	"Mental and behavioural disorders"	"Schizophrenia"
"SYN3"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYN3"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNE1"	"Cancers"	"Breast cancer"
"SYNE1"	"Cancers"	"Colorectal cancer"
"SYNE1"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYNE2"	"Cancers"	"Breast cancer"
"SYNE2"	"Cancers"	"Renal cell carcinoma"
"SYNE2"	"Cardiovascular diseases"	"Atrial fibrillation"
"SYNGAP1"	"Mental and behavioural disorders"	"Autism"
"SYNGAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNGR1"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYNGR1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNJ2"	"Cancers"	"Breast cancer"
"SYNPO"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"SYNPO2L"	"Cardiovascular diseases"	"Atrial fibrillation"
"SYP"	"Cancers"	"Non-small cell lung cancer"
"SYP"	"Mental and behavioural disorders"	"Schizophrenia"
"SYT11"	"Mental and behavioural disorders"	"Schizophrenia"
"SYT3"	"Cancers"	"Breast cancer"
"SYT4"	"Cancers"	"Melanoma"
"SYT9"	"Cancers"	"Colorectal cancer"
"TAAR1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAAR6"	"Mental and behavioural disorders"	"Bipolar disorder"
"TAB1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TAC1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TAC1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TAC1"	"Mental and behavioural disorders"	"Major depressive disorder"
"TAC1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAC1"	"Nervous system diseases"	"Narcolepsy"
"TAC1"	"Nervous system diseases"	"Neuropathic pain"
"TAC3"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"TACC2"	"Cancers"	"Breast cancer"
"TACC3"	"Cancers"	"Bladder cancer"
"TACC3"	"Cancers"	"Hepatocellular carcinoma"
"TACO1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"TACO1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"TACR1"	"Cardiovascular diseases"	"High blood pressure"
"TACR1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TACR3"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"TACR3"	"Mental and behavioural disorders"	"Schizophrenia"
"TACSTD2"	"Reproductive system diseases"	"Endometriosis"
"TAF15"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"TAF15"	"Cancers"	"Gastric cancer"
"TAF15"	"Cancers"	"Osteosarcoma"
"TAF1C"	"Mental and behavioural disorders"	"Autism"
"TAF1L"	"Cancers"	"Prostate cancer"
"TAF1L"	"Cancers"	"Small cell lung cancer"
"TAFA4"	"Cancers"	"Breast cancer"
"TAGAP"	"Immune system diseases"	"Crohn disease"
"TAGAP"	"Immune system diseases"	"Rheumatoid arthritis"
"TAGAP"	"Skin diseases"	"Psoriasis"
"TAGLN"	"Reproductive system diseases"	"Endometriosis"
"TAGLN2"	"Cancers"	"Hepatocellular carcinoma"
"TAGLN2"	"Cancers"	"Renal cell carcinoma"
"TAL1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"TALDO1"	"Cancers"	"Hepatocellular carcinoma"
"TALDO1"	"Congenital disorders of metabolism"	"Transaldolase deficiency"
"TALDO1"	"Nervous system diseases"	"Parkinson disease"
"TANK"	"Cancers"	"Breast cancer"
"TAOK3"	"Cancers"	"Small cell lung cancer"
"TAP1"	"Cancers"	"Prostate cancer"
"TAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAP2"	"Mental and behavioural disorders"	"Schizophrenia"
"TAPBP"	"Mental and behavioural disorders"	"Schizophrenia"
"TAPT1"	"Congenital malformations"	"Osteogenesis imperfecta"
"TARDBP"	"Nervous system diseases"	"Frontotemporal lobar degeneration"
"TAS2R13"	"Cancers"	"Breast cancer"
"TAS2R60"	"Cancers"	"Melanoma"
"TAT"	"Congenital disorders of metabolism"	"Tyrosinemia"
"TAT"	"Skin diseases"	"Palmoplantar keratoderma"
"TATDN1"	"Cancers"	"Hepatocellular carcinoma"
"TAX1BP1"	"Cancers"	"Breast cancer"
"TAZ"	"Cardiovascular diseases"	"Barth syndrome"
"TBC1D1"	"Congenital malformations"	"Congenital anomalies of kidney and urinary tract"
"TBC1D2"	"Cancers"	"Prostate cancer"
"TBC1D20"	"Congenital malformations"	"Warburg micro syndrome"
"TBC1D24"	"Congenital malformations"	"DOORS syndrome"
"TBC1D9B"	"Cancers"	"Breast cancer"
"TBCA"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TBCD"	"Eye disease"	"Optic atrophy"
"TBCD"	"Nervous system diseases"	"West syndrome"
"TBCE"	"Congenital malformations"	"Hypoparathyroidism-retardation-dysmorphism syndrome"
"TBCE"	"Congenital malformations"	"Kenny-Caffey syndrome"
"TBK1"	"Nervous system diseases"	"Frontotemporal lobar degeneration"
"TBKBP1"	"Immune system diseases"	"Ankylosing spondylitis"
"TBL1XR1"	"Cancers"	"Bladder cancer"
"TBL1XR1"	"Cancers"	"Primary central nervous system lymphoma"
"TBL1XR1"	"Cancers"	"Prostate cancer"
"TBL1XR1"	"Mental and behavioural disorders"	"Autism"
"TBP"	"Mental and behavioural disorders"	"Schizophrenia"
"TBP"	"Nervous system diseases"	"Mohr-Tranebjaerg syndrome"
"TBR1"	"Mental and behavioural disorders"	"Autism"
"TBX1"	"Cancers"	"Colorectal cancer"
"TBX1"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"TBX1"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"TBX1"	"Immune system diseases"	"DiGeorge syndrome"
"TBX1"	"Mental and behavioural disorders"	"Schizophrenia"
"TBX1"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"TBX1"	"Other congenital disorders"	"Velocardiofacial syndrome"
"TBX1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TBX15"	"Congenital malformations"	"Cousin syndrome"
"TBX19"	"Endocrine and metabolic diseases"	"Adrenocorticotropic hormone deficiency"
"TBX2"	"Cancers"	"Neuroblastoma"
"TBX21"	"Immune system diseases"	"Asthma"
"TBX21"	"Mental and behavioural disorders"	"Major depressive disorder"
"TBX22"	"Cancers"	"Colorectal cancer"
"TBX3"	"Cancers"	"Breast cancer"
"TBX3"	"Cancers"	"Gastric cancer"
"TBX3"	"Cancers"	"Prostate cancer"
"TBX3"	"Congenital malformations"	"Ulnar-mammary syndrome"
"TBX4"	"Cardiovascular diseases"	"Primary pulmonary hypertension"
"TBX4"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"TBX5"	"Cardiovascular diseases"	"Atrial fibrillation"
"TBX5"	"Congenital malformations"	"Holt-Oram syndrome"
"TBX6"	"Congenital malformations"	"Congenital anomalies of kidney and urinary tract"
"TBX6"	"Congenital malformations"	"Spondylocostal dysostosis"
"TBXAS1"	"Cancers"	"Breast cancer"
"TBXAS1"	"Cancers"	"Prostate cancer"
"TBXAS1"	"Cardiovascular diseases"	"Diaphyseal dysplasia with anemia"
"TBXT"	"Congenital malformations"	"Sacral agenesis with vertebral anomalies"
"TCAP"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TCEAL7"	"Cancers"	"Prostate cancer"
"TCERG1L"	"Cancers"	"Colorectal cancer"
"TCF12"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"TCF12"	"Congenital malformations"	"Craniosynostoses"
"TCF12"	"Congenital malformations"	"Trigonocephaly"
"TCF15"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TCF19"	"Cancers"	"Hepatocellular carcinoma"
"TCF21"	"Cardiovascular diseases"	"Coronary artery disease"
"TCF3"	"Cancers"	"B-cell acute lymphoblastic leukemia"
"TCF3"	"Cancers"	"Burkitt lymphoma"
"TCF3"	"Cancers"	"Colorectal cancer"
"TCF3"	"Immune system diseases"	"Agammaglobulinemias"
"TCF3"	"Immune system diseases"	"Primary immunodeficiency disease"
"TCF4"	"Congenital malformations"	"Pitt-Hopkins syndrome"
"TCF4"	"Digestive system diseases"	"Primary sclerosing cholangitis"
"TCF4"	"Eye disease"	"Fuchs corneal dystrophy"
"TCF4"	"Mental and behavioural disorders"	"Bipolar disorder"
"TCF4"	"Mental and behavioural disorders"	"Schizophrenia"
"TCF7"	"Immune system diseases"	"Crohn disease"
"TCF7L1"	"Cancers"	"Breast cancer"
"TCF7L1"	"Cancers"	"Thyroid cancer"
"TCF7L2"	"Cancers"	"Colorectal cancer"
"TCF7L2"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"TCF7L2"	"Mental and behavioural disorders"	"Bipolar disorder"
"TCF7L2"	"Mental and behavioural disorders"	"Schizophrenia"
"TCHH"	"Skin diseases"	"Uncombable hair syndrome"
"TCIM"	"Cancers"	"Hepatocellular carcinoma"
"TCL1A"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"TCL1B"	"Cancers"	"Breast cancer"
"TCL1B"	"Nervous system diseases"	"Parkinson disease"
"TCN2"	"Cancers"	"Colorectal cancer"
"TCN2"	"Cancers"	"Prostate cancer"
"TCN2"	"Congenital disorders of metabolism"	"Transcobalamin II deficiency"
"TCN2"	"Immune system diseases"	"Agammaglobulinemias"
"TCN2"	"Mental and behavioural disorders"	"Autism"
"TCN2"	"Nervous system diseases"	"Leukoencephalopathy with vanishing white matter"
"TCOF1"	"Cancers"	"Colorectal cancer"
"TCOF1"	"Other congenital disorders"	"Treacher Collins syndrome"
"TCP1"	"Cancers"	"Breast cancer"
"TCP1"	"Cancers"	"Prostate cancer"
"TCTEX1D2"	"Congenital malformations"	"Brachydactyly"
"TCTEX1D2"	"Congenital malformations"	"Short rib-polydactyly syndrome"
"TCTN1"	"Congenital malformations"	"Joubert syndrome"
"TCTN2"	"Congenital malformations"	"Joubert syndrome"
"TCTN2"	"Congenital malformations"	"Meckel syndrome"
"TCTN3"	"Congenital malformations"	"Joubert syndrome"
"TDGF1"	"Congenital malformations"	"Heterotaxy"
"TDGF1"	"Congenital malformations"	"Holoprosencephaly"
"TDGF1"	"Congenital malformations"	"Polysplenia syndrome"
"TDO2"	"Mental and behavioural disorders"	"Autism"
"TDO2"	"Mental and behavioural disorders"	"Bipolar disorder"
"TDO2"	"Mental and behavioural disorders"	"Major depressive disorder"
"TDO2"	"Mental and behavioural disorders"	"Schizophrenia"
"TDRD7"	"Eye disease"	"Cataract"
"TEAD2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TECRL"	"Cardiovascular diseases"	"Familial ventricular tachycardia"
"TECTA"	"Cancers"	"Breast cancer"
"TEDC2"	"Cancers"	"Hepatocellular carcinoma"
"TEF"	"Mental and behavioural disorders"	"Major depressive disorder"
"TEK"	"Cancers"	"Angiosarcoma"
"TEK"	"Cancers"	"Breast cancer"
"TEK"	"Congenital malformations"	"Venous malformations"
"TEKT4"	"Cancers"	"Breast cancer"
"TEKT5"	"Mental and behavioural disorders"	"Schizophrenia"
"TENM1"	"Cancers"	"Breast cancer"
"TENM1"	"Cancers"	"Colorectal cancer"
"TENM4"	"Mental and behavioural disorders"	"Bipolar disorder"
"TENM4"	"Mental and behavioural disorders"	"Schizophrenia"
"TENT5A"	"Congenital malformations"	"Osteogenesis imperfecta"
"TERC"	"Cancers"	"Prostate cancer"
"TERC"	"Cancers"	"Squamous cell carcinoma"
"TERC"	"Other congenital disorders"	"Dyskeratosis congenita"
"TERC"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"TERC"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"TERF2"	"Cancers"	"Adult T-cell leukemia"
"TERT"	"Cancers"	"Adrenal carcinoma"
"TERT"	"Cancers"	"Bladder cancer"
"TERT"	"Cancers"	"Breast cancer"
"TERT"	"Cancers"	"Cervical cancer"
"TERT"	"Cancers"	"Glioma"
"TERT"	"Cancers"	"Hepatocellular carcinoma"
"TERT"	"Cancers"	"Melanoma"
"TERT"	"Cancers"	"Neuroblastoma"
"TERT"	"Cancers"	"Non-small cell lung cancer"
"TERT"	"Cancers"	"Ovarian cancer"
"TERT"	"Cancers"	"Pancreatic cancer"
"TERT"	"Cancers"	"Prostate cancer"
"TERT"	"Cancers"	"Thyroid cancer"
"TERT"	"Cardiovascular diseases"	"Aplastic anemia"
"TERT"	"Cardiovascular diseases"	"Coronary artery disease"
"TERT"	"Mental and behavioural disorders"	"Major depressive disorder"
"TERT"	"Other congenital disorders"	"Dyskeratosis congenita"
"TERT"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"TERT"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"TESK1"	"Cancers"	"Breast cancer"
"TET1"	"Mental and behavioural disorders"	"Schizophrenia"
"TET2"	"Cancers"	"Colorectal cancer"
"TET2"	"Cancers"	"Myelofibrosis"
"TET2"	"Cancers"	"Peripheral T cell lymphoma"
"TET2"	"Cancers"	"Polycythemia vera"
"TET2"	"Cancers"	"Prostate cancer"
"TET2"	"Cancers"	"Renal cell carcinoma"
"TET2"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"TEX41"	"Cardiovascular diseases"	"Atrial fibrillation"
"TF"	"Cardiovascular diseases"	"Atransferrinemia"
"TF"	"Cardiovascular diseases"	"Hypochromic microcytic anemia"
"TF"	"Mental and behavioural disorders"	"Autism"
"TF"	"Mental and behavioural disorders"	"Schizophrenia"
"TF"	"Nervous system diseases"	"Alzheimer disease"
"TF"	"Nervous system diseases"	"Restless legs syndrome"
"TF"	"Urinary system diseases"	"Nephrotic syndrome"
"TFAM"	"Nervous system diseases"	"Alzheimer disease"
"TFAP2A"	"Cancers"	"Breast cancer"
"TFAP2A"	"Congenital malformations"	"Branchiooculofacial syndrome"
"TFAP2A"	"Congenital malformations"	"Branchio-oto-renal syndrome"
"TFAP2A"	"Congenital malformations"	"Syndactyly"
"TFAP2B"	"Cardiovascular diseases"	"Char syndrome"
"TFAP2B"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TFAP2C"	"Cancers"	"Gastric cancer"
"TFAP2D"	"Cancers"	"Breast cancer"
"TFCP2"	"Mental and behavioural disorders"	"Major depressive disorder"
"TFDP1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"TFE3"	"Cancers"	"Alveolar soft part sarcoma"
"TFE3"	"Cancers"	"Renal cell carcinoma"
"TFEC"	"Cancers"	"Colorectal cancer"
"TFF1"	"Digestive system diseases"	"Celiac disease"
"TFG"	"Cancers"	"Colorectal cancer"
"TFG"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"TFPI"	"Cardiovascular diseases"	"Deep vein thrombosis"
"TFPI"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"TFPI2"	"Cancers"	"Breast cancer"
"TFPI2"	"Cancers"	"Colorectal cancer"
"TFPI2"	"Cancers"	"Hepatocellular carcinoma"
"TFPI2"	"Cancers"	"Melanoma"
"TFPI2"	"Cancers"	"Pancreatic cancer"
"TFPI2"	"Immune system diseases"	"Rheumatoid arthritis"
"TFR2"	"Congenital disorders of metabolism"	"Hemochromatosis"
"TFRC"	"Cancers"	"Bladder cancer"
"TFRC"	"Cancers"	"Breast cancer"
"TFRC"	"Cancers"	"Chronic lymphocytic leukemia"
"TFRC"	"Cancers"	"Colorectal cancer"
"TFRC"	"Cancers"	"Glioma"
"TFRC"	"Immune system diseases"	"Combined immunodeficiency"
"TFRC"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TG"	"Immune system diseases"	"Hashimoto thyroiditis"
"TGDS"	"Congenital malformations"	"Catel-Manzke syndrome"
"TGFA"	"Cancers"	"Gastric cancer"
"TGFA"	"Cancers"	"Hepatoblastoma"
"TGFA"	"Cancers"	"Hepatocellular carcinoma"
"TGFA"	"Cancers"	"Non-small cell lung cancer"
"TGFA"	"Cancers"	"Prostate cancer"
"TGFA"	"Skin diseases"	"Psoriasis"
"TGFB1"	"Cancers"	"Colorectal cancer"
"TGFB1"	"Cancers"	"Hepatocellular carcinoma"
"TGFB1"	"Cancers"	"Pancreatic cancer"
"TGFB1"	"Cancers"	"Prostate cancer"
"TGFB1"	"Cancers"	"Squamous cell carcinoma"
"TGFB1"	"Cardiovascular diseases"	"High blood pressure"
"TGFB1"	"Cardiovascular diseases"	"Myocardial infarction"
"TGFB1"	"Congenital disorders of metabolism"	"Cystic fibrosis"
"TGFB1"	"Congenital malformations"	"Acromicric dysplasia"
"TGFB1"	"Congenital malformations"	"Camurati-Engelmann disease"
"TGFB1"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"TGFB1"	"Congenital malformations"	"Geleophysic dysplasia"
"TGFB1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"TGFB1"	"Digestive system diseases"	"Primary biliary cirrhosis"
"TGFB1"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"TGFB1"	"Endocrine and metabolic diseases"	"Diabetic neuropathy"
"TGFB1"	"Immune system diseases"	"Asthma"
"TGFB1"	"Immune system diseases"	"Autoimmune hepatitis"
"TGFB1"	"Immune system diseases"	"IgA nephropathy"
"TGFB1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TGFB1"	"Mental and behavioural disorders"	"Schizophrenia"
"TGFB1"	"Musculoskeletal diseases"	"Becker muscular dystrophy"
"TGFB1"	"Musculoskeletal diseases"	"Osteoporosis"
"TGFB1"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"TGFB1"	"Urinary system diseases"	"Nephrotic syndrome"
"TGFB2"	"Cardiovascular diseases"	"Loeys-Dietz syndrome"
"TGFB2"	"Reproductive system diseases"	"Endometriosis"
"TGFB3"	"Cardiovascular diseases"	"Loeys-Dietz syndrome"
"TGFB3"	"Congenital malformations"	"Rienhoff syndrome"
"TGFBI"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"TGFBI"	"Eye disease"	"Reis-Bucklers corneal dystrophy"
"TGFBR1"	"Cancers"	"Colorectal cancer"
"TGFBR1"	"Cardiovascular diseases"	"Loeys-Dietz syndrome"
"TGFBR2"	"Cancers"	"Colorectal cancer"
"TGFBR2"	"Cancers"	"Esophageal cancer"
"TGFBR2"	"Cancers"	"Prostate cancer"
"TGFBR2"	"Cardiovascular diseases"	"Loeys-Dietz syndrome"
"TGFBR2"	"Congenital malformations"	"Marfan syndrome"
"TGFBR2"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"TGIF1"	"Congenital malformations"	"Holoprosencephaly"
"TGM1"	"Congenital malformations"	"Congenital ichthyosis"
"TGM1"	"Congenital malformations"	"Harlequin ichthyosis"
"TGM2"	"Cancers"	"Breast cancer"
"TGM2"	"Cancers"	"Colorectal cancer"
"TGM2"	"Cancers"	"Esophageal cancer"
"TGM2"	"Cancers"	"Pancreatic cancer"
"TGM2"	"Cancers"	"Renal cell carcinoma"
"TGM2"	"Cardiovascular diseases"	"High blood pressure"
"TGM2"	"Digestive system diseases"	"Celiac disease"
"TGM2"	"Mental and behavioural disorders"	"Bipolar disorder"
"TGM2"	"Mental and behavioural disorders"	"Schizophrenia"
"TGM3"	"Cancers"	"Hepatocellular carcinoma"
"TGM3"	"Skin diseases"	"Uncombable hair syndrome"
"TH"	"Cancers"	"Hepatocellular carcinoma"
"TH"	"Cancers"	"Neuroblastoma"
"TH"	"Cardiovascular diseases"	"High blood pressure"
"TH"	"Mental and behavioural disorders"	"Bipolar disorder"
"TH"	"Mental and behavioural disorders"	"Major depressive disorder"
"TH"	"Nervous system diseases"	"Parkinson disease"
"TH"	"Nervous system diseases"	"Parkinsonian syndrome"
"THAP3"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"THAS"	"Congenital malformations"	"Anencephaly"
"THAS"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"THAS"	"Congenital malformations"	"Congenital hydrocephalus"
"THBD"	"Cancers"	"Gastric cancer"
"THBD"	"Cardiovascular diseases"	"Atypical hemolytic uremic syndrome"
"THBD"	"Cardiovascular diseases"	"Disseminated intravascular coagulation"
"THBD"	"Cardiovascular diseases"	"Myocardial infarction"
"THBS1"	"Cancers"	"Breast cancer"
"THBS1"	"Endocrine and metabolic diseases"	"Diabetic retinopathy"
"THBS1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"THBS1"	"Mental and behavioural disorders"	"Schizophrenia"
"THBS3"	"Cancers"	"Breast cancer"
"THEM4"	"Cancers"	"Hepatocellular carcinoma"
"THEMIS"	"Digestive system diseases"	"Celiac disease"
"THEMIS2"	"Cancers"	"Breast cancer"
"THOC5"	"Cancers"	"Breast cancer"
"THRA"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"THRA"	"Reproductive system diseases"	"Endometriosis"
"THRB"	"Cardiovascular diseases"	"Atrial fibrillation"
"THRB"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"THRB"	"Endocrine and metabolic diseases"	"Thyroid hormone resistance syndrome"
"THSD7A"	"Mental and behavioural disorders"	"Bipolar disorder"
"THY1"	"Cancers"	"Hepatocellular carcinoma"
"THYN1"	"Cancers"	"Prostate cancer"
"TIA1"	"Musculoskeletal diseases"	"Welander distal myopathy"
"TIAM1"	"Cancers"	"Colorectal cancer"
"TIAM1"	"Cancers"	"Oral cancer"
"TIAM1"	"Cancers"	"Squamous cell carcinoma"
"TICAM1"	"Cancers"	"Breast cancer"
"TICRR"	"Cancers"	"Hepatocellular carcinoma"
"TIMD4"	"Cancers"	"Hepatocellular carcinoma"
"TIMELESS"	"Cancers"	"Breast cancer"
"TIMELESS"	"Mental and behavioural disorders"	"Bipolar disorder"
"TIMM10"	"Cancers"	"Rhabdomyosarcoma"
"TIMM8A"	"Nervous system diseases"	"Jensen syndrome"
"TIMM8A"	"Nervous system diseases"	"Mohr-Tranebjaerg syndrome"
"TIMMDC1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"TIMP1"	"Cardiovascular diseases"	"High blood pressure"
"TIMP1"	"Congenital disorders of metabolism"	"Wilson disease"
"TIMP1"	"Immune system diseases"	"IgA nephropathy"
"TIMP2"	"Cancers"	"Bladder cancer"
"TIMP2"	"Cardiovascular diseases"	"Myocardial infarction"
"TIMP3"	"Cancers"	"Gastric cancer"
"TIMP3"	"Eye disease"	"Age-related macular degeneration"
"TIMP3"	"Immune system diseases"	"Asthma"
"TIMP4"	"Cancers"	"Prostate cancer"
"TINAG"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"TINF2"	"Congenital malformations"	"Revesz syndrome"
"TINF2"	"Other congenital disorders"	"Dyskeratosis congenita"
"TINF2"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"TIPARP"	"Cancers"	"Ovarian cancer"
"TIRAP"	"Cancers"	"Prostate cancer"
"TJP3"	"Cancers"	"Prostate cancer"
"TK1"	"Cancers"	"Colorectal cancer"
"TK1"	"Cancers"	"Hepatocellular carcinoma"
"TKFC"	"Eye disease"	"Cataract"
"TKT"	"Nervous system diseases"	"Wernicke encephalopathy"
"TLE3"	"Cancers"	"Breast cancer"
"TLE3"	"Immune system diseases"	"Rheumatoid arthritis"
"TLL1"	"Cancers"	"Breast cancer"
"TLL2"	"Mental and behavioural disorders"	"Bipolar disorder"
"TLN1"	"Musculoskeletal diseases"	"Osteoporosis"
"TLR2"	"Cancers"	"Colorectal cancer"
"TLR2"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"TLR2"	"Immune system diseases"	"Rheumatoid arthritis"
"TLR2"	"Mental and behavioural disorders"	"Bipolar disorder"
"TLR2"	"Mental and behavioural disorders"	"Schizophrenia"
"TLR3"	"Mental and behavioural disorders"	"Schizophrenia"
"TLR4"	"Cancers"	"Colorectal cancer"
"TLR4"	"Cancers"	"Hepatocellular carcinoma"
"TLR4"	"Cancers"	"Melanoma"
"TLR4"	"Cancers"	"Ovarian cancer"
"TLR4"	"Cancers"	"Prostate cancer"
"TLR4"	"Cardiovascular diseases"	"Coronary artery disease"
"TLR4"	"Cardiovascular diseases"	"High blood pressure"
"TLR4"	"Endocrine and metabolic diseases"	"Diabetic neuropathy"
"TLR4"	"Eye disease"	"Age-related macular degeneration"
"TLR4"	"Immune system diseases"	"Behcet disease"
"TLR4"	"Immune system diseases"	"Behcet disease"
"TLR4"	"Immune system diseases"	"Crohn disease"
"TLR4"	"Mental and behavioural disorders"	"Bipolar disorder"
"TLR4"	"Mental and behavioural disorders"	"Schizophrenia"
"TLR5"	"Cancers"	"Prostate cancer"
"TLR6"	"Cancers"	"Prostate cancer"
"TLR7"	"Mental and behavioural disorders"	"Major depressive disorder"
"TLR9"	"Cancers"	"Colorectal cancer"
"TLR9"	"Immune system diseases"	"Crohn disease"
"TLX1"	"Cancers"	"Adult T-cell leukemia"
"TLX1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"TLX3"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"TM6SF2"	"Cardiovascular diseases"	"Myocardial infarction"
"TM6SF2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"TMC6"	"Skin diseases"	"Epidermodysplasia verruciformis"
"TMC8"	"Skin diseases"	"Epidermodysplasia verruciformis"
"TMED1"	"Cancers"	"Breast cancer"
"TMEFF2"	"Cancers"	"Prostate cancer"
"TMEFF2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TMEM106B"	"Nervous system diseases"	"Frontotemporal lobar degeneration"
"TMEM107"	"Congenital malformations"	"Meckel syndrome"
"TMEM107"	"Congenital malformations"	"Oral-facial-digital syndrome"
"TMEM125"	"Cancers"	"Breast cancer"
"TMEM126B"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"TMEM132B"	"Cancers"	"Melanoma"
"TMEM132D"	"Cancers"	"Small cell lung cancer"
"TMEM135"	"Cancers"	"Non-small cell lung cancer"
"TMEM138"	"Congenital malformations"	"Arima syndrome"
"TMEM138"	"Congenital malformations"	"Joubert syndrome"
"TMEM140"	"Cancers"	"Colorectal cancer"
"TMEM151A"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TMEM151B"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TMEM161A"	"Cancers"	"Breast cancer"
"TMEM164"	"Cancers"	"Colorectal cancer"
"TMEM165"	"Digestive system diseases"	"Amelogenesis imperfecta"
"TMEM216"	"Congenital malformations"	"Arima syndrome"
"TMEM216"	"Congenital malformations"	"Joubert syndrome"
"TMEM216"	"Congenital malformations"	"Meckel syndrome"
"TMEM230"	"Nervous system diseases"	"Parkinson disease"
