"gene_symbol"	"organsystem"	"kegg_diseasename"
"SPTA1"	"Musculoskeletal diseases"	"Gout"
"SPTAN1"	"Cancers"	"Breast cancer"
"SPTAN1"	"Nervous system diseases"	"West syndrome"
"SPTB"	"Cardiovascular diseases"	"Hereditary elliptocytosis"
"SPTB"	"Cardiovascular diseases"	"Hereditary pyropoikilocytosis"
"SPTB"	"Cardiovascular diseases"	"Hereditary spherocytosis"
"SPTB"	"Cardiovascular diseases"	"Restrictive cardiomyopathy"
"SPTB"	"Congenital disorders of metabolism"	"Abetalipoproteinemia"
"SPTB"	"Congenital disorders of metabolism"	"Hyperbilirubinemia"
"SPTB"	"Musculoskeletal diseases"	"Gout"
"SPTBN2"	"Cancers"	"Colorectal cancer"
"SPTBN2"	"Mental and behavioural disorders"	"Schizophrenia"
"SPTBN4"	"Cancers"	"Renal cell carcinoma"
"SPTBN4"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"SPTLC1"	"Cancers"	"Breast cancer"
"SPTLC1"	"Nervous system diseases"	"Charcot-Marie-Tooth disease"
"SPTLC2"	"Nervous system diseases"	"Charcot-Marie-Tooth disease"
"SPZ1"	"Cancers"	"Gastric cancer"
"SQSTM1"	"Cancers"	"Osteosarcoma"
"SQSTM1"	"Eye disease"	"Age-related macular degeneration"
"SQSTM1"	"Mental and behavioural disorders"	"Dyslexia"
"SQSTM1"	"Musculoskeletal diseases"	"Paget disease of bone"
"SQSTM1"	"Musculoskeletal diseases"	"Welander distal myopathy"
"SQSTM1"	"Nervous system diseases"	"Parkinsonian syndrome"
"SRA1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"SRA1"	"Reproductive system diseases"	"Cryptorchidism"
"SRARP"	"Cancers"	"Breast cancer"
"SRC"	"Cancers"	"Bladder cancer"
"SRC"	"Cancers"	"Breast cancer"
"SRC"	"Cancers"	"Colorectal cancer"
"SRC"	"Cancers"	"Myelofibrosis"
"SRC"	"Cancers"	"Renal cell carcinoma"
"SRC"	"Musculoskeletal diseases"	"Osteoporosis"
"SRCAP"	"Cardiovascular diseases"	"Atrial septal defect"
"SRCAP"	"Congenital malformations"	"Brachydactyly"
"SRCAP"	"Congenital malformations"	"Floating-Harbor syndrome"
"SRCAP"	"Congenital malformations"	"Trigonocephaly"
"SRCAP"	"Digestive system diseases"	"Celiac disease"
"SRCAP"	"Reproductive system diseases"	"Cryptorchidism"
"SRCAP"	"Reproductive system diseases"	"Hypospadias"
"SRD5A1"	"Cancers"	"Prostate cancer"
"SRD5A1"	"Reproductive system diseases"	"Endometriosis"
"SRD5A1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"SRD5A2"	"Cancers"	"Endometrial cancer"
"SRD5A2"	"Cancers"	"Prostate cancer"
"SRD5A2"	"Mental and behavioural disorders"	"Schizophrenia"
"SRD5A2"	"Reproductive system diseases"	"Cryptorchidism"
"SRD5A2"	"Reproductive system diseases"	"Endometriosis"
"SRD5A3"	"Cardiovascular diseases"	"Antithrombin III deficiency"
"SRD5A3"	"Cardiovascular diseases"	"Infantile hemangioma"
"SRD5A3"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"SRD5A3"	"Congenital malformations"	"Congenital ichthyosis"
"SRD5A3"	"Congenital malformations"	"Cutis laxa"
"SRD5A3"	"Congenital malformations"	"Ocular coloboma"
"SRD5A3"	"Congenital malformations"	"Polymicrogyria"
"SRD5A3"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"SRD5A3"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"SRD5A3"	"Eye disease"	"Cataract"
"SRD5A3"	"Eye disease"	"Optic atrophy"
"SRD5A3"	"Skin diseases"	"Palmoplantar keratoderma"
"SREBF1"	"Cancers"	"Hepatocellular carcinoma"
"SREBF1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"SREBF1"	"Mental and behavioural disorders"	"Schizophrenia"
"SREBF2"	"Cancers"	"Breast cancer"
"SREBF2"	"Cancers"	"Gastric cancer"
"SREBF2"	"Cancers"	"Hepatocellular carcinoma"
"SREBF2"	"Mental and behavioural disorders"	"Schizophrenia"
"SRGAP1"	"Congenital malformations"	"Congenital anomalies of kidney and urinary tract"
"SRGAP3"	"Cancers"	"Breast cancer"
"SRGAP3"	"Mental and behavioural disorders"	"Schizophrenia"
"SRP54"	"Cancers"	"Acute myeloid leukemia"
"SRP54"	"Cardiovascular diseases"	"Aplastic anemia"
"SRP54"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"SRP54"	"Congenital malformations"	"Congenital ichthyosis"
"SRP54"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"SRP54"	"Other congenital disorders"	"Shwachman-Diamond syndrome"
"SRP72"	"Cardiovascular diseases"	"Aplastic anemia"
"SRP72"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"SRPK2"	"Mental and behavioural disorders"	"Bipolar disorder"
"SRPX"	"Cancers"	"Hepatocellular carcinoma"
"SRR"	"Mental and behavioural disorders"	"Schizophrenia"
"SRRT"	"Mental and behavioural disorders"	"Bipolar disorder"
"SRRT"	"Mental and behavioural disorders"	"Major depressive disorder"
"SRSF1"	"Cancers"	"Breast cancer"
"SRSF1"	"Mental and behavioural disorders"	"Schizophrenia"
"SRSF10"	"Cancers"	"Endometrial cancer"
"SRSF10"	"Cancers"	"Ovarian cancer"
"SRSF10"	"Mental and behavioural disorders"	"Schizophrenia"
"SRSF10"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"SRSF2"	"Cancers"	"Acute myeloid leukemia"
"SRSF2"	"Cancers"	"Chronic lymphocytic leukemia"
"SRSF2"	"Cancers"	"Chronic myeloid leukemia"
"SRSF2"	"Cancers"	"Chronic myelomonocytic leukemia"
"SRSF2"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"SRSF2"	"Immune system diseases"	"Anaphylaxis"
"SRSF2"	"Immune system diseases"	"Asthma"
"SRSF2"	"Musculoskeletal diseases"	"Osteoporosis"
"SRSF2"	"Nervous system diseases"	"Progressive supranuclear palsy"
"SRSF3"	"Mental and behavioural disorders"	"Bipolar disorder"
"SRSF6"	"Cancers"	"Colorectal cancer"
"SRY"	"Cancers"	"Cervical cancer"
"SRY"	"Cancers"	"Nephroblastoma"
"SRY"	"Cardiovascular diseases"	"Long QT syndrome"
"SRY"	"Congenital malformations"	"Bicuspid aortic valve"
"SRY"	"Congenital malformations"	"Perlman syndrome"
"SRY"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"SRY"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"SRY"	"Musculoskeletal diseases"	"Osteoporosis"
"SRY"	"Reproductive system diseases"	"Azoospermia"
"SRY"	"Reproductive system diseases"	"Cryptorchidism"
"SRY"	"Reproductive system diseases"	"Hypospadias"
"SRY"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"SRY"	"Urinary system diseases"	"Nephrotic syndrome"
"SS18"	"Cancers"	"Synovial sarcoma"
"SSBP2"	"Cancers"	"Prostate cancer"
"SSBP2"	"Mental and behavioural disorders"	"Bipolar disorder"
"SSNA1"	"Cancers"	"Breast cancer"
"SSPN"	"Cardiovascular diseases"	"Atrial fibrillation"
"SSR2"	"Cancers"	"Prostate cancer"
"SSR4"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"SSR4"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SSR4"	"Reproductive system diseases"	"Hypospadias"
"SST"	"Cancers"	"Esophageal cancer"
"SST"	"Cancers"	"Pancreatic cancer"
"SST"	"Digestive system diseases"	"Barrett esophagus"
"SST"	"Mental and behavioural disorders"	"Bipolar disorder"
"SST"	"Mental and behavioural disorders"	"Major depressive disorder"
"SST"	"Mental and behavioural disorders"	"Schizophrenia"
"SST"	"Reproductive system diseases"	"Endometriosis"
"SSTR1"	"Cancers"	"Pancreatic cancer"
"SSTR2"	"Cancers"	"Pancreatic cancer"
"SSTR3"	"Cancers"	"Pancreatic cancer"
"SSTR5"	"Mental and behavioural disorders"	"Bipolar disorder"
"SSTR5"	"Mental and behavioural disorders"	"Major depressive disorder"
"SSX1"	"Cancers"	"Hepatocellular carcinoma"
"SSX1"	"Cancers"	"Synovial sarcoma"
"SSX2"	"Cancers"	"Prostate cancer"
"SSX2"	"Cancers"	"Synovial sarcoma"
"ST14"	"Cancers"	"Prostate cancer"
"ST14"	"Congenital malformations"	"Congenital ichthyosis"
"ST14"	"Congenital malformations"	"Netherton syndrome"
"ST14"	"Eye disease"	"Blepharitis"
"ST3GAL1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ST3GAL1"	"Mental and behavioural disorders"	"Schizophrenia"
"ST3GAL3"	"Congenital malformations"	"Polymicrogyria"
"ST3GAL3"	"Nervous system diseases"	"West syndrome"
"ST3GAL4"	"Cancers"	"Salivary gland cancer"
"ST3GAL5"	"Eye disease"	"Optic atrophy"
"ST3GAL5"	"Nervous system diseases"	"Amish infantile epilepsy syndrome"
"ST6GALNAC1"	"Mental and behavioural disorders"	"Schizophrenia"
"ST6GALNAC2"	"Immune system diseases"	"IgA nephropathy"
"ST6GALNAC5"	"Immune system diseases"	"Rheumatoid arthritis"
"ST8SIA2"	"Mental and behavioural disorders"	"Autism"
"ST8SIA2"	"Mental and behavioural disorders"	"Bipolar disorder"
"ST8SIA2"	"Mental and behavioural disorders"	"Schizophrenia"
"ST8SIA4"	"Cancers"	"Colorectal cancer"
"STAB1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"STAB1"	"Mental and behavioural disorders"	"Bipolar disorder"
"STAB2"	"Cancers"	"Hepatocellular carcinoma"
"STAB2"	"Cancers"	"Prostate cancer"
"STAC3"	"Congenital malformations"	"Congenital clubfoot"
"STAC3"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"STAC3"	"Musculoskeletal diseases"	"Native American myopathy"
"STAC3"	"Reproductive system diseases"	"Cryptorchidism"
"STAG1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"STAG1"	"Reproductive system diseases"	"Cryptorchidism"
"STAG2"	"Cancers"	"Bladder cancer"
"STAG2"	"Cancers"	"Ewing sarcoma"
"STAG2"	"Cancers"	"Glioma"
"STAG2"	"Cancers"	"Melanoma"
"STAG2"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"STAG2"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"STAG2"	"Congenital malformations"	"Hypoplastic left heart syndrome"
"STAG3"	"Reproductive system diseases"	"Premature ovarian failure"
"STAG3L1"	"Cancers"	"Salivary gland cancer"
"STAM"	"Cancers"	"Colorectal cancer"
"STAMBP"	"Cardiovascular diseases"	"Ventricular septal defect"
"STAMBP"	"Congenital malformations"	"Brachydactyly"
"STAMBP"	"Congenital malformations"	"Capillary malformation-arteriovenous malformation"
"STAMBP"	"Congenital malformations"	"Microcephaly-capillary malformation syndrome"
"STAMBP"	"Eye disease"	"Optic atrophy"
"STAMBP"	"Urinary system diseases"	"Vesicoureteral reflux"
"STAR"	"Cancers"	"Endometrial cancer"
"STAR"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"STAR"	"Endocrine and metabolic diseases"	"Congenital adrenal hyperplasia"
"STAR"	"Endocrine and metabolic diseases"	"Precocious puberty"
"STAR"	"Reproductive system diseases"	"Azoospermia"
"STAR"	"Reproductive system diseases"	"Cryptorchidism"
"STAR"	"Reproductive system diseases"	"Hypospadias"
"STAR"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"STARD10"	"Cancers"	"Prostate cancer"
"STARD3"	"Cancers"	"Prostate cancer"
"STARD8"	"Cancers"	"Breast cancer"
"STARD8"	"Cancers"	"Colorectal cancer"
"STARD9"	"Mental and behavioural disorders"	"Bipolar disorder"
"STAT1"	"Cancers"	"Breast cancer"
"STAT1"	"Cancers"	"Hepatocellular carcinoma"
"STAT1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"STAT1"	"Cardiovascular diseases"	"Autoimmune hemolytic anemia"
"STAT1"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"STAT1"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"STAT1"	"Immune system diseases"	"Chronic mucocutaneous candidiasis"
"STAT1"	"Immune system diseases"	"Combined immunodeficiency"
"STAT1"	"Immune system diseases"	"Immune thrombocytopenia"
"STAT1"	"Immune system diseases"	"Rheumatoid arthritis"
"STAT3"	"Cancers"	"Adult T-cell leukemia"
"STAT3"	"Cancers"	"Anaplastic large-cell lymphoma"
"STAT3"	"Cancers"	"Breast cancer"
"STAT3"	"Cancers"	"Cervical cancer"
"STAT3"	"Cancers"	"Gastric cancer"
"STAT3"	"Cancers"	"Medulloblastoma"
"STAT3"	"Cancers"	"Non-small cell lung cancer"
"STAT3"	"Cancers"	"Ovarian cancer"
"STAT3"	"Cancers"	"Pancreatic cancer"
"STAT3"	"Cancers"	"Prostate cancer"
"STAT3"	"Cancers"	"Squamous cell carcinoma"
"STAT3"	"Cardiovascular diseases"	"Autoimmune hemolytic anemia"
"STAT3"	"Cardiovascular diseases"	"Disseminated intravascular coagulation"
"STAT3"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"STAT3"	"Congenital malformations"	"Craniosynostoses"
"STAT3"	"Digestive system diseases"	"Celiac disease"
"STAT3"	"Immune system diseases"	"Chronic mucocutaneous candidiasis"
"STAT3"	"Immune system diseases"	"Crohn disease"
"STAT3"	"Immune system diseases"	"Hyper-IgE syndrome"
"STAT3"	"Immune system diseases"	"Immune thrombocytopenia"
"STAT3"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"STAT3"	"Immune system diseases"	"Ulcerative colitis"
"STAT3"	"Mental and behavioural disorders"	"Alcohol dependence"
"STAT3"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"STAT3"	"Skin diseases"	"Psoriasis"
"STAT4"	"Cancers"	"Breast cancer"
"STAT4"	"Cancers"	"Hepatocellular carcinoma"
"STAT4"	"Cardiovascular diseases"	"Myocardial infarction"
"STAT4"	"Digestive system diseases"	"Primary biliary cirrhosis"
"STAT4"	"Eye disease"	"Cataract"
"STAT4"	"Immune system diseases"	"Behcet disease"
"STAT4"	"Immune system diseases"	"Behcet disease"
"STAT4"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"STAT4"	"Immune system diseases"	"Rheumatoid arthritis"
"STAT4"	"Immune system diseases"	"Sjogren syndrome"
"STAT4"	"Immune system diseases"	"Sjogren syndrome"
"STAT4"	"Immune system diseases"	"Systemic lupus erythematosus"
"STAT4"	"Immune system diseases"	"Systemic sclerosis"
"STAT4"	"Nervous system diseases"	"Multiple sclerosis"
"STAT4"	"Urinary system diseases"	"Nephrotic syndrome"
"STAT5A"	"Cancers"	"Breast cancer"
"STAT5A"	"Immune system diseases"	"Combined immunodeficiency"
"STAT5B"	"Cancers"	"Basal cell carcinoma"
"STAT5B"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"STAT5B"	"Cardiovascular diseases"	"Disseminated intravascular coagulation"
"STAT5B"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"STAT5B"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"STAT5B"	"Immune system diseases"	"Combined immunodeficiency"
"STAT5B"	"Immune system diseases"	"Growth hormone insensitivity with immunodeficiency"
"STAT5B"	"Mental and behavioural disorders"	"Alcohol dependence"
"STAT6"	"Cancers"	"Prostate cancer"
"STAT6"	"Congenital disorders of metabolism"	"Hypophosphatemic rickets"
"STATH"	"Mental and behavioural disorders"	"Autism"
"STC2"	"Cancers"	"Breast cancer"
"STC2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"STC2"	"Reproductive system diseases"	"Endometriosis"
"STEAP3"	"Reproductive system diseases"	"Azoospermia"
"STEAP4"	"Cancers"	"Prostate cancer"
"STH"	"Mental and behavioural disorders"	"Schizophrenia"
"STIL"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"STIL"	"Congenital malformations"	"Primary microcephaly"
"STIL"	"Urinary system diseases"	"Vesicoureteral reflux"
"STIM1"	"Cancers"	"Kaposi sarcoma"
"STIM1"	"Cardiovascular diseases"	"Autoimmune hemolytic anemia"
"STIM1"	"Cardiovascular diseases"	"High blood pressure"
"STIM1"	"Cardiovascular diseases"	"Stormorken syndrome"
"STIM1"	"Congenital malformations"	"Congenital asplenia"
"STIM1"	"Congenital malformations"	"Congenital ichthyosis"
"STIM1"	"Digestive system diseases"	"Amelogenesis imperfecta"
"STIM1"	"Immune system diseases"	"Combined immunodeficiency"
"STIM1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"STIM1"	"Mental and behavioural disorders"	"Dyslexia"
"STIM1"	"Musculoskeletal diseases"	"Centronuclear myopathy"
"STIM1"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"STIM1"	"Musculoskeletal diseases"	"Tubular aggregate myopathy"
"STIP1"	"Cancers"	"Melanoma"
"STK11"	"Cancers"	"Breast cancer"
"STK11"	"Cancers"	"Cervical cancer"
"STK11"	"Cancers"	"Choriocarcinoma"
"STK11"	"Cancers"	"Colorectal cancer"
"STK11"	"Cancers"	"Gastric cancer"
"STK11"	"Cancers"	"Melanoma"
"STK11"	"Cancers"	"Non-small cell lung cancer"
"STK11"	"Cancers"	"Ovarian cancer"
"STK11"	"Cancers"	"Pancreatic cancer"
"STK11"	"Cancers"	"Renal cell carcinoma"
"STK11"	"Cancers"	"Squamous cell carcinoma"
"STK11"	"Cancers"	"Testicular cancer"
"STK11"	"Cardiovascular diseases"	"High blood pressure"
"STK11"	"Digestive system diseases"	"Cronkhite-Canada syndrome"
"STK11"	"Digestive system diseases"	"Peutz-Jeghers syndrome"
"STK11"	"Reproductive system diseases"	"Azoospermia"
"STK11"	"Reproductive system diseases"	"Cryptorchidism"
"STK31"	"Cancers"	"Small cell lung cancer"
"STK32C"	"Cancers"	"Colorectal cancer"
"STK36"	"Congenital malformations"	"Congenital asplenia"
"STK36"	"Immune system diseases"	"Asthma"
"STK36"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"STK39"	"Cardiovascular diseases"	"High blood pressure"
"STK39"	"Mental and behavioural disorders"	"Autism"
"STK4"	"Cardiovascular diseases"	"Atrial septal defect"
"STK4"	"Immune system diseases"	"Combined immunodeficiency"
"STK4"	"Mental and behavioural disorders"	"Bipolar disorder"
"STMN1"	"Cancers"	"Breast cancer"
"STMN1"	"Cancers"	"Glioma"
"STMN1"	"Cancers"	"Hepatocellular carcinoma"
"STMN1"	"Cancers"	"Prostate cancer"
"STN1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"STN1"	"Nervous system diseases"	"Coats plus syndrome"
"STN1"	"Other congenital disorders"	"Dyskeratosis congenita"
"STN1"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"STON2"	"Mental and behavioural disorders"	"Schizophrenia"
"STOX1"	"Cardiovascular diseases"	"High blood pressure"
"STOX1"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"STOX1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"STPG1"	"Cancers"	"Breast cancer"
"STRA6"	"Cardiovascular diseases"	"Atrial septal defect"
"STRA6"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"STRA6"	"Cardiovascular diseases"	"Persistent truncus arteriosus"
"STRA6"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"STRA6"	"Cardiovascular diseases"	"Univentricular heart"
"STRA6"	"Cardiovascular diseases"	"Ventricular septal defect"
"STRA6"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"STRA6"	"Congenital malformations"	"Microphthalmia"
"STRA6"	"Congenital malformations"	"Nanophthalmos"
"STRA6"	"Reproductive system diseases"	"Cryptorchidism"
"STRA6"	"Urinary system diseases"	"Vesicoureteral reflux"
"STRADA"	"Cancers"	"Medulloblastoma"
"STRADA"	"Cardiovascular diseases"	"Atrial septal defect"
"STRADA"	"Nervous system diseases"	"West syndrome"
"STRAP"	"Cancers"	"Colorectal cancer"
"STRBP"	"Cancers"	"Breast cancer"
"STRC"	"Reproductive system diseases"	"Azoospermia"
"STS"	"Congenital disorders of metabolism"	"X-linked ichthyosis"
"STS"	"Congenital malformations"	"Congenital ichthyosis"
"STS"	"Congenital malformations"	"Lissencephaly"
"STS"	"Immune system diseases"	"Rheumatoid arthritis"
"STS"	"Mental and behavioural disorders"	"Autism"
"STS"	"Reproductive system diseases"	"Cryptorchidism"
"STT3A"	"Reproductive system diseases"	"Cryptorchidism"
"STT3B"	"Eye disease"	"Optic atrophy"
"STT3B"	"Reproductive system diseases"	"Cryptorchidism"
"STUB1"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"STUB1"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"STX11"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"STX11"	"Immune system diseases"	"Familial hemophagocytic lymphohistiocytosis"
"STX12"	"Cancers"	"Breast cancer"
"STX16"	"Cardiovascular diseases"	"Long QT syndrome"
"STX16"	"Congenital malformations"	"Brachydactyly"
"STX16"	"Congenital malformations"	"Camurati-Engelmann disease"
"STX16"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"STX16"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"STX16"	"Endocrine and metabolic diseases"	"Pseudohypoparathyroidism"
"STX16"	"Eye disease"	"Cataract"
"STX17"	"Cancers"	"Melanoma"
"STX1A"	"Congenital disorders of metabolism"	"Cystic fibrosis"
"STX1A"	"Digestive system diseases"	"Primary biliary cirrhosis"
"STX1A"	"Mental and behavioural disorders"	"Autism"
"STX1A"	"Mental and behavioural disorders"	"Schizophrenia"
"STX1B"	"Nervous system diseases"	"Febrile seizures"
"STX5"	"Cancers"	"Breast cancer"
"STX6"	"Nervous system diseases"	"Progressive supranuclear palsy"
"STXBP1"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"STXBP1"	"Cardiovascular diseases"	"Ventricular septal defect"
"STXBP1"	"Congenital malformations"	"Congenital clubfoot"
"STXBP1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"STXBP1"	"Endocrine and metabolic diseases"	"Precocious puberty"
"STXBP1"	"Eye disease"	"Optic atrophy"
"STXBP1"	"Immune system diseases"	"Asthma"
"STXBP1"	"Mental and behavioural disorders"	"Autism"
"STXBP1"	"Mental and behavioural disorders"	"Schizophrenia"
"STXBP1"	"Nervous system diseases"	"Dravet syndrome"
"STXBP1"	"Nervous system diseases"	"Myoclonic-astatic epilepsy"
"STXBP1"	"Nervous system diseases"	"Parkinsonian syndrome"
"STXBP1"	"Nervous system diseases"	"West syndrome"
"STXBP1"	"Reproductive system diseases"	"Cryptorchidism"
"STXBP2"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"STXBP2"	"Immune system diseases"	"Familial hemophagocytic lymphohistiocytosis"
"STXBP4"	"Cancers"	"Breast cancer"
"STXBP6"	"Mental and behavioural disorders"	"Autism"
"SUCLA2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"SUCLA2"	"Congenital disorders of metabolism"	"Methylmalonic aciduria"
"SUCLG1"	"Cancers"	"Gastric cancer"
"SUCLG1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"SUCLG1"	"Congenital disorders of metabolism"	"Methylmalonic aciduria"
"SUCLG2"	"Congenital disorders of metabolism"	"Methylmalonic aciduria"
"SUCLG2"	"Reproductive system diseases"	"Endometriosis"
"SUFU"	"Cancers"	"Basal cell carcinoma"
"SUFU"	"Cancers"	"Medulloblastoma"
"SUFU"	"Cancers"	"Meningioma"
"SUFU"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"SUFU"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"SUFU"	"Congenital malformations"	"Acrocallosal syndrome"
"SUFU"	"Congenital malformations"	"Brachydactyly"
"SUFU"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"SUFU"	"Congenital malformations"	"Dandy-Walker syndrome"
"SUFU"	"Congenital malformations"	"Holoprosencephaly"
"SUFU"	"Congenital malformations"	"Microphthalmia"
"SUFU"	"Congenital malformations"	"Nanophthalmos"
"SUFU"	"Congenital malformations"	"Oculodentodigital dysplasia"
"SUFU"	"Congenital malformations"	"Polymicrogyria"
"SUFU"	"Congenital malformations"	"Postaxial polydactyly"
"SUFU"	"Congenital malformations"	"Potter syndrome"
"SUFU"	"Congenital malformations"	"Spina bifida"
"SUFU"	"Digestive system diseases"	"Solitary median maxillary central incisor syndrome"
"SUFU"	"Endocrine and metabolic diseases"	"Combined pituitary hormone deficiency"
"SUFU"	"Endocrine and metabolic diseases"	"Hyperprolactinemia"
"SUFU"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"SUFU"	"Eye disease"	"Cataract"
"SUFU"	"Immune system diseases"	"Asthma"
"SUFU"	"Reproductive system diseases"	"Cryptorchidism"
"SUFU"	"Reproductive system diseases"	"Hypospadias"
"SUFU"	"Skin diseases"	"Basal cell nevus syndrome"
"SUGCT"	"Cancers"	"Pancreatic cancer"
"SUGCT"	"Cardiovascular diseases"	"High blood pressure"
"SUGCT"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"SULF1"	"Cancers"	"Ovarian cancer"
"SULF2"	"Cancers"	"Breast cancer"
"SULF2"	"Reproductive system diseases"	"Endometriosis"
"SULT1A1"	"Cancers"	"Breast cancer"
"SULT1A1"	"Cancers"	"Prostate cancer"
"SULT1E1"	"Cancers"	"Prostate cancer"
"SULT2A1"	"Cancers"	"Prostate cancer"
"SULT2B1"	"Cancers"	"Colorectal cancer"
"SULT2B1"	"Cancers"	"Endometrial cancer"
"SULT2B1"	"Cancers"	"Prostate cancer"
"SULT2B1"	"Congenital malformations"	"Congenital ichthyosis"
"SULT4A1"	"Mental and behavioural disorders"	"Schizophrenia"
"SUMF1"	"Congenital disorders of metabolism"	"Multiple sulfatase deficiency"
"SUMF1"	"Congenital malformations"	"Congenital ichthyosis"
"SUMF1"	"Eye disease"	"Cataract"
"SUMF1"	"Eye disease"	"Optic atrophy"
"SUN1"	"Cardiovascular diseases"	"Atrial fibrillation"
"SUOX"	"Congenital disorders of metabolism"	"Sulfite oxidase deficiency"
"SUOX"	"Congenital malformations"	"Ectopia lentis"
"SURF1"	"Cancers"	"Breast cancer"
"SURF1"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"SURF1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"SURF1"	"Cardiovascular diseases"	"Ventricular septal defect"
"SURF1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"SURF1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"SURF1"	"Congenital disorders of metabolism"	"Pyruvate dehydrogenase complex deficiency"
"SURF1"	"Congenital malformations"	"Potter syndrome"
"SURF1"	"Eye disease"	"Optic atrophy"
"SURF1"	"Eye disease"	"Retinitis pigmentosa"
"SURF4"	"Cancers"	"Prostate cancer"
"SUSD3"	"Cancers"	"Breast cancer"
"SUV39H2"	"Cancers"	"Breast cancer"
"SUZ12"	"Cancers"	"Endometrial cancer"
"SUZ12"	"Cancers"	"Glioma"
"SUZ12"	"Cancers"	"Melanoma"
"SUZ12"	"Cancers"	"Schwannoma"
"SUZ12"	"Congenital malformations"	"Congenital clubfoot"
"SUZ12"	"Congenital malformations"	"Polymicrogyria"
"SUZ12"	"Congenital malformations"	"Weaver syndrome"
"SUZ12"	"Reproductive system diseases"	"Cryptorchidism"
"SV2A"	"Mental and behavioural disorders"	"Schizophrenia"
"SYCE1"	"Congenital malformations"	"Microphthalmia"
"SYCE1"	"Congenital malformations"	"Nanophthalmos"
"SYCE1"	"Eye disease"	"Macular dystrophy"
"SYCP1"	"Cancers"	"Pancreatic cancer"
